carrera,cursos,duracion
Ingeniería civil en ciencia de datos,"ICD 1140,ICD 1341,ICD 1401,MAT 1001,FIN 100 -XXX,ICD 1342,MAT 1002,MAT 1004,FIS 1002,ICD 2243,ICD 2344,MAT 1003", 11 semestres
